Titulo,Categoria,Resumo,Status
"PF prende Colômbia, suspeito de ser mandante das mortes de Dom e Bruno",politica,"Homem, que é peruano, foi detido em flagrante por uso de documento falso enquanto era ouvido sobre os crimes. Ele nega participação.",0
O que dizem projetos de lei que tentam restringir ainda mais aborto no Brasil,politica,"Dos 13 projetos de lei sobre o tema apresentados na Câmara desde 2021, um é favorável à ampliação do direito, segundo levantamento do Centro Feminista de Estudos e Assessoria (Cfemea).",0
André Mendonça nega pedido de deputado para suspender PEC que cria pacote social pré-eleitoral,politica,"Ação foi apresentada ao STF pelo deputado Nereu Crispim (PSD-RS). Ele argumentou que a proposta fere princípios constitucionais. Para ministro, não há desrespeito ao processo legislativo.",0
PGR vê retrocesso e anistia em novos critérios para condenações na lei de improbidade,politica,Augusto Aras se manifestou em uma das ações em que o STF analisa a validade das mudanças feitas na legislação. Julgamento está marcado para o dia 3 de agosto.,0
Economia diz que lei de 2021 não proíbe bloqueio no fundo de ciência e tecnologia,politica,Ministério da Economia rebateu críticas de consultores do Congresso que afirmaram que projeto aprovado pela Comissão Mista de Orçamento nesta quarta (6) alteraria legislação. Pasta defende que proposta traz 'segurança jurídica' por esclarecer que fundo pode ser reduzido. ,0
Carro de juiz que mandou prender o ex-ministro Milton Ribeiro é atacado em Brasília,politica,"Veículo foi atingido por fezes de animais, ovos e terras. Magistrado não se feriu. Tribunal Regional Federal da 1ª Região foi acionado para apurar os fatos.",0
"Com quórum baixo na sessão, Lira desiste de votar PEC que cria benefícios em ano eleitoral",politica,"Presidente da Câmara avaliou que a presença de 427 dos 513 deputados colocava em risco a aprovação da Proposta de Emenda à Constituição, que exige pelo menos 308 votos favoráveis. ",0
Câmara aprova projeto que proíbe uso de linguagem neutra em escolas de Juiz de Fora ,politica,"Objetivo da matéria, segundo autor, é garantir o direito ao aprendizado da língua portuguesa de acordo com as normas e orientações legais de ensino. Entenda como funciona e o que é. ",0
Veja os principais pontos da PEC que prevê ampliação de benefícios sociais a 3 meses das eleições,politica,"Gasto previsto é de R$ 41,2 bilhões aos cofres do governo. Texto exige decretação de 'estado de emergência' no país para driblar a lei e permitir a criação de nova despesas em ano eleitoral.",0
"Índice do Banco Central aponta crescimento do PIB de 1,09% em março e queda de 0,44% em abril ",politica,"Com fim da greve dos servidores da instituição, BC divulgou dados de dois meses. No acumulado do primeiro quadrimestre, expansão foi de 1,6%. ",0
"Mario Frias permanece na UTI, mas tem quadro de saúde 'estável', diz hospital ",politica,"Ex-secretário de Cultura do governo federal sofreu infarto agudo do miocárdio, na segunda-feira (4). Ele está internado em unidade especializada em doenças coronarianas do Hospital Santa Lúcia, em Brasília. ",0
Entenda o que é a PEC Kamikaze,politica,PEC concede uma série de benefícios sociais às vésperas das eleições de outubro,0
Deputado vai ao Supremo contra PEC que cria benefícios sociais a três meses da eleição,politica,"Deputado Nereu Crispim, da Frente Parlamentar Mista em Defesa dos Caminhoneiros, argumenta que proposta fere princípios constitucionais. Relator é o ministro André Mendonça.",0
Projeto dos agrotóxicos: oposição no Senado vê 'atropelo' na tramitação e pede ação de Pacheco,politica,"Comissão de Agricultura previa audiências públicas, mas presidente do grupo suspendeu etapa e abriu caminho para votação. Texto é criticado por ambientalistas e defendido por ruralistas.",0
"Saques da poupança superaram depósitos em R$ 50,5 bilhões no 1º semestre, diz BC",politica,Saída líquida de recursos é a maior para o período desde 1995. Movimento ocorre em meio à disparada da inflação e ao aumento dos juros no país.,0
"
Agraciado com medalha do Mérito do Livro, Daniel Silveira é ausente da comissão de Cultura da Câmara",politica,"Titular da comissão, deputado nunca compareceu a uma reunião deliberativa. Foi somente a uma audiência pública, mas não discursou. Ele disse que Comissão de Segurança Pública toma tempo.  ",0
Comissão da Câmara aprova PEC que concede benefícios sociais em ano eleitoral; texto vai ao plenário,politica,"Texto prevê, só em 2022, Auxílio Brasil maior e 'voucher' a caminhoneiros. Câmara tem adotado medidas para acelerar tramitação da proposta.",0
Senado aprova MP que libera empréstimo consignado a beneficiários do Auxílio Brasil,politica,Governo diz que medida pode facilitar acesso a crédito de famílias mais vulneráveis. Texto também eleva para 45% teto da renda que pode ser comprometida.,0
Comissão na Câmara analisa PEC Kamikaze; proposta deve ir a plenário hoje,politica,"Texto já foi aprovado no Senado. Proposta dribla lei para criar pacote de benefícios, a 3 meses da eleição.",0
"Governo federal paga em junho R$ 1,36 bilhão em dívidas atrasadas de estados, diz Tesouro Nacional",politica,"União é garantidora de estados e municípios em operações de crédito junto a instituições financeiras. Em todo o primeiro semestre, dívidas quitadas pelo Tesouro foram de R$ 4,62 bilhões. ",0
Campanha de Castro festeja brigas na esquerda e vai reforçar imagem de ordem e união,politica,"O mês de junho ilustra como tradicionalmente se dá a luta política no Rio: enquanto a esquerda briga,  a direita pilota a máquina pública para se manter o poder. ",0
Câmara faz sessão de 1 minuto para agilizar PEC que concede benefícios sociais em ano eleitoral,politica,"Sessão foi aberta somente para contar prazo, a fim de acelerar tramitação do texto na comissão especial. PEC prevê Auxílio Brasil maior e 'voucher' a caminhoneiros até o fim do ano.",0
Bolsonaro edita decreto que obriga postos a exibir preço dos combustíveis antes e depois de teto para ICMS ,politica,"Os postos devem utilizar como parâmetros os preços de 22 de junho, um dia antes de o presidente sancionar a lei que fixa um teto para as alíquotas de ICMS sobre combustíveis. O decreto não prevê penalização para os postos que não cumprirem a determinação do governo.",0
Grupo de 92 entidades cobra ações de 'big techs' para combater desinformação nas eleições,politica,Documento defende que plataformas se esforcem para proteger liberdade de expressão dos usuários e equilibrá-la com os demais direitos constitucionais.,0
Comissão de Orçamento cria brecha para governo bloquear recursos de ciência e tecnologia,politica,"Proposta contraria legislação aprovada no ano passado, que proíbe contingenciamentos para fundo do setor. Texto deve ser analisado em sessão no Congresso nesta semana. ",0
"Janones publica foto em hospital com braço engessado; acidente no gabinete motivou, diz assessoria",politica,"Pré-campanha a presidente da República não deverá será interrompida. Fratura foi motivada por queda de objeto de decoração sobre a mão direita do deputado, informou assessoria.",0
"Pacheco lê pedidos de criação de três 
novas CPIs, mas acordo prevê funcionamento só após a eleição",politica,"Objetivo político do acordo foi evitar o início imediato do funcionamento de uma das três, a CPI do MEC, que não interessa ao governo porque investigará corrupção no Ministério da Educação.",0
TCU adia pela 4ª vez votação de pedido para apurar uso de verba pública em atos antidemocráticos,politica,"Antigo relator, ministro Raimundo Carreiro votou por não autorizar a apuração e arquivar o processo. Votação vem sendo adiada pelo plenário do tribunal desde dezembro do ano passado.",0
Caso Bruno e Dom: comissões no Congresso pedem ao governo saída do presidente da Funai,politica,"Relatora da Câmara diz que Marcelo Xavier 'afronta' indígenas e servidores. Para autor da proposta no Senado, política da Funai torna ativistas alvos de criminosos. G1 procurou o órgão.",0
"Apresentou 'melhora evolutiva', diz hospital sobre estado de saúde de Mario Frias   ",politica,"Ex-secretário de Cultura do governo federal segue internado em UTI do hospital Santa Lúcia, em Brasília, sem previsão de alta, segundo boletim médico. Ele deu entrada na unidade na noite de segunda (4) após infarto agudo do miocárdio.",0
Feminicídio: comissão do Senado aprova projeto que impede uso da tese de 'legítima defesa da honra’,politica,"Proposta considera que argumentos utilizados por agressores tentam justificar violência contra a mulher. Se não houver recurso, texto segue para análise da Câmara dos Deputados. ",0
Relatório da Câmara vê MEC 'omisso' e 'inoperante'; ministério fala em 'ações estruturantes' ,politica,"Documento elaborado pelo colegiado analisa efeito da pandemia na educação básica. Relatório será entregue ao MEC, ao presidente da Câmara e ao presidente da Comissão de Educação.",0
Itamaraty e Casa Civil se dizem contra liberar indicação de parlamentares para embaixadas,politica,Ministérios apontam para afronta à separação entre os poderes e risco de cooptação política. Projeto prevê que deputados e senadores assumam embaixadas sem perda do mandato.,0
"Operadoras têm de pagar R$ 22,6 bi se migrarem telefonia fixa para o regime privado, calcula Anatel",politica,"Empresas contestam, e valor ainda pode mudar. Atualmente, telefonia fixa funciona em regime de concessão, com preços regulados pelos setor público; no regime privado, preços seriam livres. ",0
Comissão do Senado aprova projeto para prender por até 5 anos quem tatuar cães ou gatos,politica,Punição valeria também para quem colocar piercing nesses animais. Projeto ainda precisa ser analisado pelo plenário do Senado. ,0
"'Ranço da Faria Lima com PT já diminuiu 90%', diz empresário que se reuniu com Lula",politica,"Presidente do grupo Esfera, João Camargo diz que Lula prometeu diálogo constante com elite econômica caso vença eleição. Camargo prevê que, independentemente do eleito, o Brasil deve viver alta de investimentos.",0
"PT quer deixar Molon em segundo plano no palanque, que reage: 'Lula tem que ser árbitro, não torcedor'",politica,"Molon conta com o presidente nacional do PSB, Carlos Siqueira, para manter sua candidatura. Esse apoio tem pouco a ver com o cenário eleitoral do Rio de Janeiro, mas sim com a sucessão em Pernambuco, foco de Siqueira. ",0
Cármen Lúcia pede análise da PGR de indícios de interferência de Bolsonaro em investigação no MEC,politica,Caso foi enviado ao STF após gravação indicar que presidente alertou ex-ministro sobre operação da Polícia Federal. Procuradoria avaliará se há elementos para abrir apuração formal.   ,0
"Fachin diz que Forças Armadas podem colaborar, mas não intervir nas eleições ",politica,"Presidente do TSE deu declaração em Washington (EUA). Também nesta quarta, ministro da Defesa disse que militares não duvidam do sistema eleitoral, mas defendem 'aperfeiçoamento'.",0
Pacheco admite análise da PEC que libera embaixada para parlamentares,politica,"Presidente do Senado diz que mérito será analisado 'sem açodamento', mas abre possibilidade de votação antes do recesso. Texto articulado por Davi Alcolumbre a toque de caixa abre margem à ocupação de postos no exterior por políticos em exercício do cargo.",0
Senado: CCJ tira da pauta PEC que permite a parlamentar assumir embaixada sem perder mandato,politica,Proposta entrou na pauta da comissão de última hora. Diplomatas e parlamentares veem risco de que indicações para embaixadas sejam usadas para negociação política.  ,0
"Ministro diz que militares não duvidam do sistema eleitoral, mas defende 'aperfeiçoamento'",politica,"Paulo Sergio Nogueira, titular da Defesa, afirmou que militares querem apenas garantir melhores condições para auditar resultados. Presidente Jair Bolsonaro tem atacado urnas.",0
Oposição busca apoio para adiar votação na Câmara da PEC que cria benefícios sociais em ano eleitoral,politica,"Oposicionistas vão argumentar com artigo da Constituição que prevê suspensão de 20 dias na tramitação para que sejam analisados impactos fiscais. Para isso, são necessárias 103 assinaturas. ",0
Alcolumbre articula com Centrão e Planalto aprovação a jato de PEC que permite parlamentar ocupar embaixada sem renunciar mandato,politica,"Proposta foi incluída na pauta da Comissão e Constituição e Justiça do Senado desta quarta-feira. 'Quem não se eleger vai cair numa embaixada', critica ex-chanceler Celso Amorim.",0
TCU abre apuração sobre PEC que cria benefícios sociais a poucos meses das eleições,politica,"Proposta defendida pelo governo estipula um estado de emergência no país, o que permitiria o aumento de gastos. MInistério Público de Contas vê nisso um 'subterfúgio' para driblar a lei eleitoral.  ",0
Relator lê parecer favorável a proposta que cria benefícios sociais a três meses da eleição,politica,"Texto aumenta valor do Auxílio Brasil e cria vale para caminhoneiros. Para driblar lei eleitoral, proposta estabelece estado de emergência. Pedidos de vista adiaram votação por dois dias. ",0
AGU diz que não há interferência de Bolsonaro em investigação do MEC e quer afastar Moraes do caso,politica,"Em recurso, Advocacia-Geral da União questiona decisão de ministro do STF de enviar para manifestação da Procuradoria-Geral da República pedido de investigação feito por senador. ",0
"Congresso derruba veto, e restrição de operações em escritórios de advocacia vai à promulgação",politica,"Proposta, que também atualiza o Estatuto da Advocacia, foi apresentada no Congresso em 2020, depois de várias operações de busca e apreensão realizadas pela Polícia Federal. ",0
"Cultura: Congresso derruba vetos de Bolsonaro, e leis Paulo Gustavo e Aldir Blanc entrarão em vigor",politica,Projetos preveem financiamento bilionário a um dos segmentos mais afetados pela pandemia. Artistas chamam as duas leis de ‘SUS da Cultura’.,0
Nova presidente da Caixa diz que deve afastar 26 consultores do gabinete de Pedro Guimarães,politica,"Nesta segunda (4), seis funcionários foram afastados do gabinete do ex-presidente da Caixa. Daniella Marques, que tomou posse nesta terça-feira (5), disse que 'movimento é natural'. ",0
"Ministro da Justiça diz que está com Covid-19; pela manhã, ele participou de reunião ministerial",politica,"Anderson Torres informou em uma rede social que está 'bem' e 'assintomático'. Encontro contou com a participação de ministros, do presidente Jair Bolsonaro, de Braga Netto e de Fábio Wajngarten. ",0
Defesa de Milton Ribeiro pede ao Supremo anulação de inquérito que investiga escândalo no MEC,politica,"Argumento é o de que investigações se baseiam em gravação obtida de forma clandestina e de fonte anônima. Não há prazo para a relatora, ministra Cármen Lúcia, decidir.",0
PGR arquiva apuração preliminar sobre atraso do governo na vacinação de crianças contra Covid,politica,"Procedimento foi aberto com base em notícia-crime de parlamentares e secretário do RJ contra o presidente Jair Bolsonaro (PL) e o ministro Marcelo Queiroga. Em manifestação ao STF, Ministério Público informou que não há indícios de crime. ",0
"Mario Frias está 'em recuperação' após infarto agudo do miocárdio, diz hospital",politica,"Segundo boletim médico, ex-secretário de Cultura do governo federal está na UTI especializada em doença coronariana do hospital Santa Lúcia, desde noite de segunda (4).",0
Comissão da Câmara aprova convites para ouvir Guimarães e Guedes sobre denúncias de assédio,politica,Ex-presidente da Caixa Pedro Guimarães pediu demissão após ter sido acusado de assédio sexual por funcionárias. ,0
"Escândalo do MEC: ‘Só Milton Ribeiro pode dizer o que aconteceu’, diz atual ministro da Educação",politica,Victor Godoy participou nesta terça (5) de audiência pública das comissões de Educação e Fiscalização e Controle da Câmara. Ex-ministro da Educação Milton Ribeiro é investigado por suposto envolvimento em um esquema de liberação de verbas do MEC. ,0
"Suspender proposta que torna obrigatório pagar emenda de relator pode 'implodir orçamento', diz Advocacia do Senado",politica,"Avaliação foi enviada ao STF, que analisa pedido para suspender a tramitação da proposta que torna impositivas as chamadas emendas de relator ao Orçamento de 2023.",0
Sindicato anuncia fim da greve dos servidores do Banco Central; movimento durou três meses,politica,"Categoria pedia reajuste e reestruturação de carreira; governo não atendeu, e prazo para aumento já acabou. Segundo BC, divulgação de relatórios será atualizada 'assim que possível'.",0
"Para pagar rápido, relator de PEC que cria benefícios em ano eleitoral decide não mudar texto do Senado",politica,Deputado Danilo Forte (União-CE) havia defendido incluir motoristas de aplicativos entre beneficiários de auxílio. PEC favorece presidente Jair Bolsonaro a três meses das eleições.,0
"Mario Frias é internado em Brasília e passa por novo cateterismo, após 'infarto agudo do miocárdio'",politica,"Segundo boletim médico, ex-secretário de Cultura do governo federal está na UTI do hospital Santa Lúcia, desde noite de segunda (4). Está é, pelo menos, a terceira vez que ele é internado com quadro similar.",0
"Requerimentos serão lidos nesta quarta, mas CPIs só funcionarão após eleições, diz Pacheco",politica,"Presidente do Senado deu informação após reunião com líderes partidários. Leitura dos requerimentos é uma das etapas para que as CPIs, entre as quais do MEC, possam funcionar.",0
Oposição na Câmara diz que tentará obstruir votação da PEC que concede benefícios sociais,politica,"Informação foi dada após reunião com Lira; líder do PT disse, porém, que oposição não é contra texto. Entre outros, PEC prevê Auxílio Brasil maior e voucher para caminhoneiros, mas só em 2022.",0
Pacheco deve abrir duas CPIs do MEC e uma do crime organizado ,politica,"No entanto, os senadores temem que as CPIs se transformem em “palanque eleitoral” tanto pelo lado da oposição, quanto pela base governista. Por isso, a instalação deve ocorrer somente após outubro. ",0
Ministério Público do Trabalho inicia fase de depoimentos sobre assédios na Caixa,politica,"Primeiro depoimento, mantido em sigilo, foi tomado nesta segunda-feira (4). Depoente foi uma funcionária que relatou ter sofrido assédio sexual e moral do ex-presidente da Caixa.",0
"Bolsonaro sanciona, com veto, lei que autoriza empresas a remarcar até 2023 eventos cancelados na pandemia",politica,Medida retira obrigação de que organizadores façam reembolso em dinheiro para os consumidores nesse período. Presidente barrou trecho que permitia que política fosse adotada em caso de novas emergências de saúde pública.,0
"Nenhum estado divulga dados completos sobre incentivos fiscais e uso de emendas parlamentares, diz Transparência Internacional",politica,"ES, MG e PR lideram ranking da transparência. SE, PA e AC têm as piores notas e são os únicos considerados 'ruins' no estudo. Veja o ranking completo.",0
Nunes Marques determina que relator da LDO preste explicações sobre 'orçamento secreto' obrigatório,politica,"Relatório da LDO 2023, de autoria do senador Marcos do Val (PODE-ES), estabelece que emendas de relator, chamadas de “orçamento secreto”, deverão ser obrigatoriamente pagas pelo governo.",0
"Bolsonaro diz que Guimarães foi afastado da Caixa e em seguida se corrige: 'Ele pediu afastamento, tá?'",politica,"Em conversa com apoiadores, presidente falou publicamente pela primeira vez sobre o assunto. Pedro Guimarães pediu demissão após ter sido denunciado por assédio sexual. Ele nega.",0
"Após Brasília, próximas capitais com sinal 5G serão SP, BH, Porto Alegre e João Pessoa, diz Anatel",politica,"De acordo com Agência Nacional de Telecomunicações, sinal da tecnologia 5G será ativado em Brasília na próxima quarta-feira (6). Nessas outras quatro capitais, ainda não há data.",0
Moraes autoriza TSE a usar provas de investigação que apura ataques do PCO ao STF,politica,Material já obtido pelo Supremo poderá ser usado no âmbito do inquérito administrativo aberto pela Justiça Eleitoral que apura supostos ataques do partido de extrema esquerda à Justiça Eleitoral.,0
"Medidas adotadas pelos três poderes em 2022 já têm impacto anual de R$ 73 bilhões para os cofres dos municípios, diz CNM",politica,"De acordo com estudo divulgado pela Confederação Nacional dos Municípios, medidas já aprovadas e adotadas pelos poderes Executivo, Legislativo e Judiciário reduzem arrecadação e levam ao aumento de gastos dos prefeitos. Impacto pode chegar a R$ 250 bilhões se todos os projetos em discussão forem aprovados e levados adiante.",0
"Em comissão da Câmara, artistas voltam a defender derrubada de vetos de Bolsonaro à cultura",politica,"Esta é a terceira vez que a Comissão de Cultura da Câmara recebe os representantes do setor. Colegiado discute projetos que previam ajuda financeira à cultura, como a Lei Paulo Gustavo e a nova Aldir Blanc. ",0
Caixa: mulher de Guimarães diz que denúncias buscam 'destruir' família; Michelle Bolsonaro apoia,politica,Ex-presidente da Caixa Econômica Federal foi acusado de assédio sexual por várias funcionárias. Ministério Público investiga. Manuella Guimarães vê 'ataques deliberados e impiedosos'. ,0
Eleições: quais cargos estão em disputa,politica,"Eleitor votará para cinco cargos em 2 de outubro: deputado estadual, deputado federal, senador, governador e presidente da República. G1 detalha as atribuições de cada um dos cinco cargos em disputa no pleito de 2022. ",0
Eleições: o que faz o presidente,politica,Entenda quais são as funções do chefe maior do Poder Executivo nacional. G1 detalha as atribuições de cada um dos cinco cargos em disputa no pleito de 2022.,0
Eleições: o que faz um governador,politica,Entenda quais são as funções dos chefes do Poder Executivo de cada estado. G1 detalha as atribuições de cada um dos cinco cargos em disputa no pleito de 2022. ,0
Eleições: o que faz um senador,politica,"Entenda quais são as funções dos parlamentares, que representam o Poder Legislativo nacional. G1 detalha as atribuições de cada um dos cinco cargos em disputa no pleito de 2022. ",0
Eleições: o que faz um deputado federal ,politica,"Entenda quais são as funções dos parlamentares, que representam o Poder Legislativo nacional. G1 detalha as atribuições de cada um dos cinco cargos em disputa no pleito de 2022. ",0
Eleições: O que faz um deputado estadual ,politica,"Entenda quais são as funções dos parlamentares, que representam o Poder Legislativo de cada estado. G1 detalha as atribuições de cada um dos cinco cargos em disputa no pleito de 2022. ",0
Comissão especial da Câmara aprova PEC que limita recursos ao STJ; texto vai ao plenário,politica,"PEC já havia passado pela Câmara, mas foi alterada no Senado e agora é analisada de novo pelos deputados. Segundo relatora, objetivo é 'descongestionar' processos.",0
PGR quer ouvir ex-presidentes da Petrobras e do BB sobre suposta interferência de Bolsonaro,politica,"Pedido foi feito ao STF após notícias de que, em grupo de mensagem, ex-presidente da Petrobras Roberto Castello Branco se referiu a material que poderia incriminar presidente. ",0
Nova presidente da Caixa diz que afastou funcionários do gabinete de Pedro Guimarães,politica,"De acordo com Daniella Marques, funcionários afastados podem ter envolvimento nos casos de assédio sexual, mas que isso ainda será apurado 'com rigor'.
",0
MP defende que cabe ao STF julgar habeas corpus que soltou ex-ministro Milton Ribeiro,politica,"Ação envolvendo ex-ministro da Educação corria na primeira instância, mas foi enviada ao Supremo após  suspeita de que o presidente Jair Bolsonaro alertou Ribeiro sobre operação. ",0
Ministério Público do Trabalho faz inspeção na sede da Caixa após denúncias de assédio sexual,politica,"Denúncias levaram à demissão de Pedro Guimarães da presidência do órgão; ele nega acusação. Segundo MPT, objetivo foi conhecer espaço físico onde teriam ocorrido episódios de assédio.",0
"5G começa a operar na quarta-feira em Brasília, primeira cidade do país com a tecnologia, diz Anatel",politica,"Pretensão inicial era que todas as capitais contassem com sinal 5G até o fim de julho, mas prazo foi estendido para setembro. ",0
"MPT registra, até junho de 2022, 63% do total de denúncias de assédio sexual feitas em todo o ano passado",politica,"Para o procurador-geral do Trabalho, José de Lima Ramos, denúncias em 2022 devem superar o volume de 2021. Ele afirmou ainda que depoimentos sobre o caso da Caixa Econômica devem começar nos próximos dias. ",0
TCU abre apuração sobre denúncias de assédio sexual e moral do ex-presidente da Caixa ,politica,"Tribunal atendeu a pedido do Ministério Público, que entendeu que os relatos de assédio sexual podem configurar 'flagrante violação ao princípio da moralidade', previsto na Constituição.",0
Lula e Alckmin acertam detalhes com França para saída da disputa do governo de SP,politica,"Se não tiver o apoio do PSD e de nenhum partido grande, o candidato do PSB deve anunciar nos próximos dias sua desistência ao Palácio dos Bandeirantes.",0
"O Assunto #741: Biden, Trump e o curto-circuito americano",politica,"Somada aos efeitos da inflação, recorde em 40 anos, essa polarização extrema derruba a aprovação ao atual presidente, compromete as chances dos democratas nas eleições legislativas de novembro e “ameaça tornar os EUA um país ingovernável”, diz o professor de Relações Internacionais da FGV Oliver Stuenkel. ",0
Relembre a polêmica criada pelo governo e por bolsonaristas sobre a Lei Rouanet,politica,"Desde o início do governo, lei de incentivo a projetos culturais é alvo de ataques do presidente e de aliados, que discordam da ideologia de setores da classe artística. Ataques mais recentes partiram de sertanejos.   ",0
"Escândalo da Caixa: como Guimarães transformou assédio em modelo de gestão, o 'dossiê KGB' e os bastidores do esquema",politica,"O blog foi procurado por dezenas de mulheres e homens que, antes orgulhosos de exibir o crachá da Caixa, hoje amargam danos psicológicos e profissionais por terem sido alvo da cultura de assédio implementada por Guimarães nos últimos três anos. ",0
Presidente de Portugal se encontra com Lula durante visita ao Brasil,politica,"Marcelo Rebelo de Sousa disse que também pretende se encontrar com nomes como FHC e Temer. Segundo apuração do blog de Valdo Cruz, Bolsonaro avisou que a audiência com o presidente de Portugal estaria cancelada se Rebelo se encontrasse com Lula.",0
Lula chega à residência oficial do Cônsul-Geral de Portugal em São Paulo.,politica,"O ex-presidente reúne-se na manhã deste domingo (3) com o presidente de Portugal, Marcelo Rebelo de Souza, na residência oficial do Cônsul-Geral de Portugal em São Paulo.",0
Campanha de Lula publica foto com pessoas duplicadas em evento da Independência na Bahia,politica,"Fotógrafo da campanha explica que houve erro técnico. Equipe publicou imagem e vídeo sob mesmo ângulo e para mostrar que não houve fraude. Fotógrafo do g1, Fábio Tito explica que o erro pode ocorrer",0
Campanha de Lula publica foto com pessoas duplicadas em evento da Independência na Bahia,politica,Fotógrafo do petista explica que houve erro técnico. Equipe publicou imagem e vídeo sob mesmo ângulo e para mostrar que não houve fraude.,0
"Os desafios para os palanques de Bolsonaro, Lula e Ciro nos estados ",politica,Pré-candidatos à Presidência da República buscam aliados para puxar votos nos colégios eleitorais Brasil afora.,0
Pré-candidatos ao governo da Bahia participam dos festejos ao Dois de Julho ,politica,"Candidatos do PT, PCB, PL, Psol e UB participam de desfile cívico. Pré-candidatos à presidência também participaram de ato. ",0
"Por causa de evento com Lula, governador Rui Costa deixa de fazer trecho oficial do desfile cívico do 2 de Julho",politica,Governador do estado deixou desfile ao lado do ex-presidente na subida do Carmo antes dos cerca de 3 km de percurso.,0
Prefeitura de Salvador anuncia ações para celebrar os 200 anos do 2 de Julho em 2023,politica,Bruno Reis anunciou a realização de um calendário ativo com muitos eventos para celebrar a Independência do Brasil na Bahia no ano que vem. Governador celebrou retorno do povo às ruas.,0
Ciro e Tebet se encontram em desfile nas ruas de Salvador: 'convivência harmônica e respeitosa',politica,"Candidatos do PDT e MBD se encontram na saída do percurso. Lula também participou do ato. Em outro ponto da cidade, Bolsonaro fez motociata.",0
"Festa de Independência na Bahia: Lula, Ciro e Tebet participam de desfile cívico; Bolsonaro faz passeio de moto",politica,"Candidatos do PT, PDT e MDB participaram de desfile cívico. Presidente, que é pré-candidato à reeleição pelo PL, fez ato na orla da cidade.",0
"Em Salvador, Bolsonaro faz aceno ao Nordeste e diz que as pessoas sentirão melhoras da economia 'no ano que vem'",politica,"Presidente participou de um passeio de moto e depois discursou em cima do trio elétrico. Outros pré-candidatos também estiveram na cidade, no dia em que se comemora a Independência da Bahia. ",0
"Após evitar comentar o caso, Lula cita denúncias de assédio sexual na Caixa e pede rigor nas investigações",politica,"Ex-presidente discursou em evento do lado de fora do estádio Fonte Nova. Antes, ele participou de desfile cívico pela Independência da Bahia e foi cercado por apoiadores e simpatizantes. ",0
"Tebet participa de desfile cívico da Independência do Brasil na BA, em Salvador",politica,Candidata do MDB participa do desfile nas ruas da capital baiana.,0
"Em Salvador, Ciro participa de desfile cívico da Independência do Brasil na BA",politica,Candidato do PDT participou do desfile nas ruas da capital baiana.,0
"Lula, Bolsonaro, Ciro e Tebet cumprem agenda em Salvador neste sábado",politica,"Candidatos do PT, PL, PDT e MDB participam de eventos em raio de apenas 3,4 km de distância na capital baiana.",0
TSE abre inquérito para apurar ataques de partido de extrema esquerda à Justiça Eleitoral,politica,Partido da Causa Operária afirma nas redes sociais que tribunal atua para fraudar eleições de outubro. Corregedor da Justiça Eleitoral atendeu a pedido do MP. PCO já é investigado no STF.,0
ICMS sobre combustíveis: ministro manda governo se manifestar em 5 dias sobre proposta dos estados,politica,Gilmar Mendes é relator no STF de ação do governo que pede suspensão de leis estaduais que aplicam alíquotas para combustíveis em percentual superior ao de outros produtos e serviços.,0
Daniella Marques é aprovada por comitê da Caixa e assina termo de posse como presidente do banco,politica,"Ela substituirá no posto Pedro Guimarães, que pediu demissão na última quarta-feira devido a denúncias de assédio sexual de funcionárias do banco. MP investiga. Ele nega as acusações.",0
Pesquisa Datafolha com eleitores do RJ: Lula tem 41% e Bolsonaro tem 34% no estado,politica,"A pesquisa ouviu 1.218 pessoas entre 29 de junho e 1º de julho. Margem de erro é de 3 pontos percentuais para mais ou para menos, considerando um nível de confiança de 95%.",0
Fachin cobra de Bolsonaro e Funai informações em cinco dias sobre situação de indígenas isolados,politica,Ministro é o relator de ação da Articulação dos Povos Indígenas do Brasil. Entidade quer que STF mande governo apresentar plano para proteger grupos isolados e de recente contato.,0
"Pesquisa Datafolha no RJ: Garotinho tem a maior rejeição, com 45%",politica,"Pesquisa ouviu 1.218 pessoas entre 29 de junho e 1º de julho, em 32 municípios do estado. Margem de erro é de 3 pontos percentuais para mais ou para menos, considerando um nível de confiança de 95%.",0
"Pagamentos indevidos do Programa de Manutenção de Emprego e renda superaram R$ 23 mi em 2021, diz CGU",politica,Relatório da Controladoria-Geral da União divulgado nesta sexta (1º) identificou pagamentos para pessoas com registro de óbito e até ocupantes de cargos públicos. ,0
"Datafolha: Castro, com 23%, e Freixo, com 22%, seguem tecnicamente empatados na disputa pelo Governo do RJ",politica,"Pesquisa ouviu 1.218 pessoas entre 29 de junho e 1º de julho, em 32 municípios do estado. Margem de erro é de 3 pontos percentuais para mais ou para menos, considerando um nível de confiança de 95%.",0
"Regras eleitorais são conhecidas por todos e devem ser respeitadas, diz Fachin",politica,Presidente do TSE deu declaração ao discursar na sessão de encerramento do semestre. Fachin tem feito frequentes discursos a favor da democracia e em defesa das urnas eletrônicas.,0
"Tebet confirma participação nas celebrações da Independência da BA; Lula, Bolsonaro e Ciro também estarão em Salvador neste sábado",politica,"Candidatos do PT, PL, PDT e MDB estarão em um raio de apenas 3,4 km de distância na capital baiana.",0
STF prevê julgar em agosto mudanças na Lei de Improbidade,politica,"Presidente da Câmara, Arthur Lira, e líderes partidários defenderam, em conversa com o presidente do STF, Luiz Fux, análise das ações que tratam de mudanças na norma.",0
